asrlVersion,neVersion,neSWPkgVersion,neMIMVersion,neTimezone,suspectFlag,numEvents,numUEMeasurementEvents,numUETrafficReports,numBearerTrafficReports,sTMSI,mmeUES1APID,enbUES1APID,GUMMEI,racUEReference,eNodeBID,trackingAreaID,downlinkUEAggMaxBitRate,uplinkUEAggMaxBitRate,connectionDateTime,dataRadioBearerSetupTime,connectionCellSector,connectionCellGCI,connectionCellPCI,connectionBandClass,connectionTTIBundlingMode,connectionIPAddressSGW,connectionQCIFirstDRB,connectionDistanceFromAntenna,rrcConnectTime,s1SigConnectTime,initCtxtSetupTime,rrcRestabTime,hoCompletionTimeTgtCell,callType_0,callType_1,callType_2,callType_3,callType_4,callType_5,callType_6,reserved_1,reserved_2,reserved_3,reserved_4,CRR_0,CRR_1,CRR_2,CRR_3,CRR_4,CRR_5,CRR_6,CRR_7,CRR_8,CRR_9,CRR_10,CRR_11,CRR_12,CRR_13,CRR_14,CRR_15,CRR_16,reserved_5,reserved_6,sinrMaxDMRS,dlCoverageState,ulCoverageState,ulGain,ulCompCellID,disconnectionDateTime,disconnectionCQI1,disconnectionCQI2,disconnectionRI,disconnectionPUSCHPRBs,disconnectionDistanceFromAntenna,disconnectionPUSCHReceivedPower,disconnectionPUSCHSINR,disconnectionQCI,sessionRank1Usage,sessionRank2Usage,sessionRank3Usage,sessionRank4Usage,uplinkMACTxBlocksUEPowerLimited,uplinkMACTxBlocksUENotPowerLimited,handoverTargetCellGCI,handoverTargetCellPCI,csFallbackIndicatorReceiveDateTime,csFallbackIndicatorPriority,uplinkPDCPDataVolDRB,uplinkPDCPDataVolDRBSRB,downlinkPDCPDataVolDRB,downlinkPDCPDataVolDRBSRB,downlinkMACDelay,downlinkMACVol,uplinkMACVol,uplinkMACResforTx,downlinkMACResForTx,downlinkAvgUESessionTput,uplinkAvgUESessionTput,downlinkUEScheduledTime,uplinkUEScheduledTime,rateShapingTime,downlinkTputTime,downlinkTputPdcpVol,uplinkTputTime,uplinkTputPdcpVol,uplinkHARQErrorRate_Num,uplinkHARQErrorRate_Denom,downlinkHARQErrorRate_Num,downlinkHARQErrorRate_Denom,uplinkModulationVolQPSK,downlinkModulationVolQPSK,uplinkModulationVol16QAM,downlinkModulationVol16QAM,downlinkModulationVol64QAM,downlinkRLCTx_Num,uplinkRLCTx_Num,downlinkRLCTx_Denom,uplinkRLCTx_Denom,uplinkRLCSDUsInsideDelayBudget,downlinkPollRetx,uplinkPollRetx,downlinkMACTransportTime,downlinkMACThroughputVolume,downlinkAvgUEMACThroughput,uplinkUEThroughputVolume,uplinkULTransportTime,uplinkAvgUEMacThroughput,servingCellRSRP,servingCellRSRQ,neighborCellRSRP,neighborCellRSRQ,sessionSINRPUSCH,sessionCQI1,uePowerHeadroom,uePowerHeadroomPRBS
1.0.0,,,,,false,7,1,1,1,0x17f0294cde,485110844,273456,0x310120805717,19042506,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155722.486,20170913155722.586,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1093.75,39,39,61,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155729.294,-2147483648,-2147483648,-2147483648,-2147483648,1484.375,-2147483648,-2147483648,9,7,2,0,0,10,12,,-2147483648,,-2147483648,0,11,72,162,24,241,579,6470,5840,0,0,9,21,0,0,72,0,0,0,21,0,8,18,7,3,0,1,0,0,4,6,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,152,9,25,2
1.0.0,,,,,false,8,1,1,1,0x23e07d41ef,496830716,273822,0x310120805723,19042702,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160043.278,20170913160043.377,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1328.125,31,26,73,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160049.965,-2147483648,-2147483648,-2147483648,-2147483648,1718.75,-2147483648,-2147483648,9,9,3,0,0,27,0,,-2147483648,,-2147483648,62,79,214,392,30,512,1058,7783,8928,0,0,12,26,0,0,214,2,14,0,26,0,11,17,10,9,0,1,0,0,5,15,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,157,10,15,4
1.0.0,,,,,false,11,1,1,1,0x22f0eda528,24804786,273447,0x310120805722,10277248,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155719.695,20170913155719.795,1,0x310120340cf01,-2147483648,-2147483648,0,,9,6640.625,32,26,74,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155728.109,-2147483648,-2147483648,-2147483648,-2147483648,7187.5,-2147483648,-2147483648,9,25,100,0,0,122,26,0x310120340ee03,-2147483648,,-2147483648,7409,7434,8305,8593,492,10149,13025,66053,248988,0,0,125,154,0,0,8305,2,14,2,144,1,155,37,147,107,1,7,0,0,101,104,0,1,1,0,0,0,0,-9223372036854775808,0,32,0,40,14,154,9,15,2
1.0.0,,,,,false,7,1,1,1,0x21c071208a,360182177,273595,0x310120805721,19042587,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155839.689,20170913155839.781,2,0x310120340cf02,-2147483648,-2147483648,0,,9,468.75,42,25,67,-9223372036854775808,-9223372036854775808,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155849.848,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,8,10,0,0,8,32,,-2147483648,,-2147483648,662,713,1102,1227,42,1440,2597,10898,19944,0,0,18,39,0,0,1102,0,0,0,39,0,21,16,19,23,1,1,0,0,11,23,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,13,26,4
1.0.0,,,,,false,7,1,1,1,0x17f04ca448,478523154,273506,0x310120805717,10277279,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155751.803,20170913155751.913,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,40,44,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155758.240,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,6,2,0,0,9,17,,-2147483648,,-2147483648,200,211,100,192,16,277,1362,7733,6600,0,0,8,27,0,0,100,3,24,0,26,0,8,16,8,10,0,0,0,0,4,15,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,156,11,26,2
1.0.0,,,,,false,7,1,1,1,0x21c016028b,358245968,273830,0x310120805721,10277451,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160046.952,20170913160047.043,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,39,24,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160101.835,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,7,50,0,0,8,68,,-2147483648,,-2147483648,9803,9814,46774,46866,194,47860,14459,44250,189296,28353,0,57,100,0,11,7788,2,16,0,71,2,91,17,59,54,7,25,0,0,72,44,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,140,13,31,3
1.0.0,,,,,false,9,1,1,0,,479986826,273756,0x310120805717,10277409,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160008.914,20170913160008.914,1,0x310120340cf01,-2147483648,-2147483648,0,,9,6328.125,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,2,0,1,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160010.929,-2147483648,-2147483648,-2147483648,-2147483648,6718.75,-2147483648,-2147483648,9,11,0,0,0,19,0,0x3101203417c02,-2147483648,,-2147483648,-9223372036854775808,18,-9223372036854775808,231,38,315,651,5297,5336,0,0,11,19,0,0,0,0,0,0,19,0,7,14,7,5,0,0,0,0,2,8,0,1,1,0,0,0,0,-9223372036854775808,0,28,0,36,15,162,7,17,2
1.0.0,,,,,false,7,1,1,1,0x17c0afaa2f,481290509,273796,0x310120805717,10273333,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160031.379,20170913160031.480,1,0x310120340cf01,-2147483648,-2147483648,0,,9,234.375,36,38,63,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160038.546,-2147483648,-2147483648,-2147483648,-2147483648,625.0,-2147483648,-2147483648,9,6,6,0,0,8,22,,-2147483648,,-2147483648,349,361,1368,1461,28,1665,1578,8100,9648,0,0,12,35,0,0,1368,0,0,0,28,0,14,16,10,12,0,4,0,0,8,10,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,136,13,31,2
1.0.0,,,,,false,8,1,1,1,0x17c0e1abf6,484517397,273665,0x310120805717,19042627,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155919.608,20170913155919.728,2,0x310120340cf02,-2147483648,-2147483648,0,,9,859.375,31,40,81,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155930.214,-2147483648,-2147483648,-2147483648,-2147483648,1250.0,-2147483648,-2147483648,9,55,2,0,0,108,0,,-2147483648,,-2147483648,7816,7833,5814,5935,174,6387,11805,80256,62424,3832,438,57,109,0,7,2461,43,2353,0,105,2,49,44,40,61,5,4,0,0,25,74,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,151,12,14,2
1.0.0,,,,,false,9,1,1,1,,477807660,273491,0x310120805717,10277288,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155758.651,20170913155758.651,1,0x310120340cf01,-2147483648,-2147483648,0,,-2147483648,546.875,-9223372036854775808,-9223372036854775808,-9223372036854775808,58,-9223372036854775808,-2147483648,2,-2147483648,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,0,2,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155803.272,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,46,1,0,0,106,1,0x310120340cf02,-2147483648,,-2147483648,1008,1026,968,1244,236,2112,2194,43117,25544,0,0,47,252,0,0,968,9,354,1,67,1,23,65,19,2,1,3,1,0,9,36,0,5,1,0,0,0,0,-9223372036854775808,0,30,9,35,20,125,10,0,0
1.0.0,,,,,false,7,1,1,1,0x21e0462680,361947613,273969,0x310120805721,10277530,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160151.264,20170913160151.357,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,31,26,66,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160158.171,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,7,4,0,0,8,18,,-2147483648,,-2147483648,157,169,317,409,24,533,1129,7439,7964,0,0,11,25,0,0,317,0,0,0,25,0,12,16,11,9,0,1,0,0,7,8,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,161,12,30,3
1.0.0,,,,,false,8,1,1,1,0x21d0a66660,367923963,273625,0x310120805721,19042601,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155855.573,20170913155855.663,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1015.625,36,25,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155902.669,-2147483648,-2147483648,-2147483648,-2147483648,1406.25,-2147483648,-2147483648,9,9,1,0,0,19,0,,-2147483648,,-2147483648,104,121,52,173,20,301,682,6801,7436,0,0,10,18,0,0,52,0,0,0,18,0,10,14,9,4,0,1,0,0,6,11,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,157,12,5,2
1.0.0,,,,,false,11,1,1,1,0x18e086c672,339549279,273490,0x310120805718,19042530,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155742.689,20170913155742.806,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1250.0,32,46,71,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155746.930,-2147483648,-2147483648,-2147483648,-2147483648,1640.625,-2147483648,-2147483648,9,12,8,0,0,52,0,0x3101203498b1b,-2147483648,,-2147483648,960,986,596,868,98,1028,1773,23869,13888,0,76,20,51,0,0,596,97,927,0,51,0,17,40,16,11,1,0,0,0,5,36,0,1,1,0,0,0,0,-9223372036854775808,0,27,21,29,7,148,10,11,2
1.0.0,,,,,false,8,1,1,1,0x18e09d5295,337617695,273931,0x310120805718,10277508,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160135.940,20170913160136.049,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2187.5,37,42,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160146.707,-2147483648,-2147483648,-2147483648,-2147483648,2734.375,-2147483648,-2147483648,9,99,12,0,0,741,0,,-2147483648,,-2147483648,13812,13829,52634,52813,254,53990,18419,403972,210144,6214,135,111,791,0,55,9914,823,13930,38,770,1,116,762,65,8,15,36,0,0,75,675,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,137,10,6,3
1.0.0,,,,,false,7,1,1,1,0x17d04847d1,470051091,273540,0x310120805717,19042556,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155807.664,20170913155807.764,2,0x310120340cf02,-2147483648,-2147483648,0,,9,703.125,37,38,62,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155814.222,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,11,2,0,0,29,0,,-2147483648,,-2147483648,473,484,273,362,26,492,1227,9162,12440,0,0,13,28,0,0,273,3,108,0,28,0,13,18,12,10,0,1,0,0,6,18,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,12,22,2
1.0.0,,,,,false,8,1,1,1,0x17c01c4610,472749351,273799,0x310120805717,19042693,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160032.499,20170913160032.609,2,0x310120340cf02,-2147483648,-2147483648,0,,9,937.5,32,38,73,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160040.515,-2147483648,-2147483648,-2147483648,-2147483648,1328.125,-2147483648,-2147483648,9,6,8,0,0,20,14,,-2147483648,,-2147483648,318,335,303,482,34,649,1588,9877,20112,0,0,14,42,0,0,303,3,24,4,36,0,17,18,17,18,0,0,0,0,10,19,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,148,10,21,2
1.0.0,,,,,false,7,1,1,1,0x22c0bc4348,22501047,273428,0x310120805722,19042494,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155706.878,20170913155706.968,2,0x310120340cf02,-2147483648,-2147483648,0,,9,546.875,31,24,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155735.035,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,8,95,0,0,8,120,,-2147483648,,-2147483648,5877,5888,6632,6722,402,8212,14317,40373,216424,0,0,103,145,0,0,6632,5,346,2,129,0,137,18,127,111,2,8,0,0,89,75,0,1,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,139,14,36,3
1.0.0,,,,,false,6,1,1,0,,366912122,273750,0x310120805721,10277407,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160005.156,20170913160005.156,1,0x310120340cf01,-2147483648,-2147483648,0,,9,6562.5,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,2,0,-2147483648,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160008.684,-2147483648,-2147483648,-2147483648,-2147483648,6875.0,-2147483648,-2147483648,9,4,1,0,0,10,2,,-2147483648,,-2147483648,-9223372036854775808,10,-9223372036854775808,145,10,201,780,3425,6648,0,0,5,12,0,0,0,0,0,0,12,0,5,6,5,6,0,0,0,0,3,5,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,160,8,23,3
1.0.0,,,,,false,7,1,1,1,0x19e0212bea,38607685,273656,0x310120805719,19042622,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155914.971,20170913155915.081,2,0x310120340cf02,-2147483648,-2147483648,0,,9,703.125,34,43,68,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155921.807,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,9,3,0,0,8,19,,-2147483648,,-2147483648,348,359,360,449,26,583,1427,8411,11632,0,0,12,27,0,0,360,0,0,0,27,0,13,18,12,9,0,1,0,0,7,10,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,162,10,23,3
1.0.0,,,,,false,7,1,1,0,0x18e08f70c7,340299930,273567,0x310120805718,10277310,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155825.283,20170913155825.393,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2734.375,30,42,68,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155830.525,-2147483648,-2147483648,-2147483648,-2147483648,3046.875,-2147483648,-2147483648,9,12,3,0,0,30,0,,-2147483648,,-2147483648,-9223372036854775808,52,-9223372036854775808,227,48,341,1130,10909,8320,0,0,15,30,0,0,0,0,0,1,30,0,12,21,12,9,0,0,0,0,6,10,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,150,11,4,10
1.0.0,,,,,false,8,1,1,1,0x21d0a27f6a,357244557,273686,0x310120805721,10277371,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155930.823,20170913155930.913,1,0x310120340cf01,-2147483648,-2147483648,0,,9,4765.625,30,24,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155937.545,-2147483648,-2147483648,-2147483648,-2147483648,5156.25,-2147483648,-2147483648,9,19,0,0,0,71,51,,-2147483648,,-2147483648,590,642,247,475,44,669,1867,36858,14640,0,86,19,129,0,0,247,50,536,0,113,0,18,112,18,1,0,0,0,0,8,64,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,141,12,17,6
1.0.0,,,,,false,11,1,1,1,0x19e01106e0,43121607,273500,0x310120805719,19042534,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155749.373,20170913155749.482,2,0x310120340cf02,-2147483648,-2147483648,0,,9,3359.375,36,44,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,3,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155801.214,-2147483648,-2147483648,-2147483648,-2147483648,3750.0,-2147483648,-2147483648,9,16,6,0,0,90,0,0x3101203488a1a,-2147483648,,-2147483648,187,213,335,611,60,837,1084,28197,25744,560,8,22,93,0,1,265,111,110,2,89,0,22,87,21,2,1,0,0,0,10,38,0,1,1,0,0,0,0,-9223372036854775808,0,27,18,40,14,140,8,0,6
1.0.0,,,,,false,7,1,1,0,0x18f0b76aa3,344261811,273645,0x310120805718,19042615,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155907.184,20170913155907.304,2,0x310120340cf02,-2147483648,-2147483648,0,,9,546.875,27,43,78,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,32,36,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,5,5,1,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155907.693,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,8,0,0,0,8,12,,-2147483648,20170913155907.594,0,-9223372036854775808,34,-9223372036854775808,108,16,185,552,5549,5136,0,0,8,20,0,0,0,0,0,0,20,0,8,16,8,4,0,0,0,0,4,7,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,161,13,29,2
