asrlVersion,neVersion,neSWPkgVersion,neMIMVersion,neTimezone,suspectFlag,numEvents,numUEMeasurementEvents,numUETrafficReports,numBearerTrafficReports,sTMSI,mmeUES1APID,enbUES1APID,GUMMEI,racUEReference,eNodeBID,trackingAreaID,downlinkUEAggMaxBitRate,uplinkUEAggMaxBitRate,connectionDateTime,dataRadioBearerSetupTime,connectionCellSector,connectionCellGCI,connectionCellPCI,connectionBandClass,connectionTTIBundlingMode,connectionIPAddressSGW,connectionQCIFirstDRB,connectionDistanceFromAntenna,rrcConnectTime,s1SigConnectTime,initCtxtSetupTime,rrcRestabTime,hoCompletionTimeTgtCell,callType_0,callType_1,callType_2,callType_3,callType_4,callType_5,callType_6,reserved_1,reserved_2,reserved_3,reserved_4,CRR_0,CRR_1,CRR_2,CRR_3,CRR_4,CRR_5,CRR_6,CRR_7,CRR_8,CRR_9,CRR_10,CRR_11,CRR_12,CRR_13,CRR_14,CRR_15,CRR_16,reserved_5,reserved_6,sinrMaxDMRS,dlCoverageState,ulCoverageState,ulGain,ulCompCellID,disconnectionDateTime,disconnectionCQI1,disconnectionCQI2,disconnectionRI,disconnectionPUSCHPRBs,disconnectionDistanceFromAntenna,disconnectionPUSCHReceivedPower,disconnectionPUSCHSINR,disconnectionQCI,sessionRank1Usage,sessionRank2Usage,sessionRank3Usage,sessionRank4Usage,uplinkMACTxBlocksUEPowerLimited,uplinkMACTxBlocksUENotPowerLimited,handoverTargetCellGCI,handoverTargetCellPCI,csFallbackIndicatorReceiveDateTime,csFallbackIndicatorPriority,uplinkPDCPDataVolDRB,uplinkPDCPDataVolDRBSRB,downlinkPDCPDataVolDRB,downlinkPDCPDataVolDRBSRB,downlinkMACDelay,downlinkMACVol,uplinkMACVol,uplinkMACResforTx,downlinkMACResForTx,downlinkAvgUESessionTput,uplinkAvgUESessionTput,downlinkUEScheduledTime,uplinkUEScheduledTime,rateShapingTime,downlinkTputTime,downlinkTputPdcpVol,uplinkTputTime,uplinkTputPdcpVol,uplinkHARQErrorRate_Num,uplinkHARQErrorRate_Denom,downlinkHARQErrorRate_Num,downlinkHARQErrorRate_Denom,uplinkModulationVolQPSK,downlinkModulationVolQPSK,uplinkModulationVol16QAM,downlinkModulationVol16QAM,downlinkModulationVol64QAM,downlinkRLCTx_Num,uplinkRLCTx_Num,downlinkRLCTx_Denom,uplinkRLCTx_Denom,uplinkRLCSDUsInsideDelayBudget,downlinkPollRetx,uplinkPollRetx,downlinkMACTransportTime,downlinkMACThroughputVolume,downlinkAvgUEMACThroughput,uplinkUEThroughputVolume,uplinkULTransportTime,uplinkAvgUEMacThroughput,servingCellRSRP,servingCellRSRQ,neighborCellRSRP,neighborCellRSRQ,sessionSINRPUSCH,sessionCQI1,uePowerHeadroom,uePowerHeadroomPRBS
1.0.0,,,,,false,7,1,1,1,0x17d0d72eea,469826568,273609,0x310120805717,10277331,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155847.758,20170913155847.859,1,0x310120340cf01,-2147483648,-2147483648,0,,9,703.125,35,39,63,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155854.285,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,6,2,0,0,8,17,,-2147483648,,-2147483648,83,94,0,93,16,159,869,7463,4952,0,0,8,31,0,0,0,3,24,0,24,0,8,18,8,6,0,0,0,0,3,14,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,141,12,29,2
1.0.0,,,,,false,7,1,1,0,0x21c0cdf257,354556351,273772,0x310120805721,19042681,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160022.269,20170913160022.358,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1250.0,32,25,64,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160027.626,-2147483648,-2147483648,-2147483648,-2147483648,1562.5,-2147483648,-2147483648,9,10,2,0,0,33,0,,-2147483648,,-2147483648,-9223372036854775808,52,-9223372036854775808,219,26,345,881,11811,11588,0,0,12,32,0,0,0,0,0,0,28,0,13,24,13,4,0,0,0,0,8,9,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,147,14,0,6
1.0.0,,,,,false,7,1,1,1,0x19d090df9f,40943999,273523,0x310120805719,19042544,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155759.631,20170913155759.739,2,0x310120340cf02,-2147483648,-2147483648,0,,9,390.625,34,44,64,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155820.608,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,21,770,0,0,341,243,,-2147483648,,-2147483648,125636,125648,1061499,1061584,3444,1072578,159526,634077,2897052,13451,1554,791,586,0,562,115163,155,30104,6,584,115,1357,140,340,444,109,908,0,0,1146,476,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,153,12,26,3
1.0.0,,,,,false,5,0,0,0,0x21e0a60719,352929517,273975,0x310120805721,10277535,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160154.257,20170913160154.350,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2812.5,34,25,68,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160204.111,-2147483648,-2147483648,-2147483648,-2147483648,3203.125,-2147483648,-2147483648,9,-2147483648,-2147483648,-2147483648,-2147483648,-9223372036854775808,-9223372036854775808,,-2147483648,,-2147483648,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648
1.0.0,,,,,false,8,1,1,1,0x17d0107108,485619503,273906,0x310120805717,10277494,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160123.019,20170913160123.118,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2500.0,36,38,61,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160129.886,-2147483648,-2147483648,-2147483648,-2147483648,2890.625,-2147483648,-2147483648,9,8,6,0,0,22,0,,-2147483648,,-2147483648,178,195,100,279,32,461,1330,8121,14560,0,0,14,26,0,0,100,0,0,0,21,0,16,10,15,11,0,1,0,0,8,10,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,150,9,11,4
1.0.0,,,,,false,8,1,1,0,0x21f0561f69,363676499,273948,0x310120805721,10277518,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160144.342,20170913160144.582,1,0x310120340cf01,-2147483648,-2147483648,0,,9,2031.25,39,25,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,9,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160149.679,-2147483648,-2147483648,-2147483648,-2147483648,2421.875,-2147483648,-2147483648,9,11,8,0,0,39,6,,-2147483648,,-2147483648,-9223372036854775808,100,-9223372036854775808,320,40,508,1880,18420,13404,0,0,19,55,0,0,0,0,0,0,42,0,20,30,18,12,2,0,0,0,10,15,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,146,12,27,2
1.0.0,,,,,false,9,1,1,1,0x21d0d39e15,354186439,273865,0x310120805721,10277473,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160101.193,20170913160101.282,1,0x310120340cf01,-2147483648,-2147483648,0,,9,390.625,40,25,64,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,9,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160113.788,-2147483648,-2147483648,-2147483648,-2147483648,781.25,-2147483648,-2147483648,9,767,0,0,0,445,10,,-2147483648,,-2147483648,37020,37044,655314,655525,2260,655294,44325,409868,2085204,5280,505,767,461,0,978,8389,301,19013,3,418,68,714,276,40,142,238,436,0,0,626,386,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,144,11,28,3
1.0.0,,,,,false,7,1,1,1,0x18f0b76aa3,336258116,273731,0x310120805718,19042658,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155953.961,20170913155954.072,2,0x310120340cf02,-2147483648,-2147483648,0,,9,859.375,34,44,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160000.558,-2147483648,-2147483648,-2147483648,-2147483648,1250.0,-2147483648,-2147483648,9,8,1,0,0,9,17,,-2147483648,,-2147483648,262,273,141,231,18,326,1234,10030,10696,0,0,9,26,0,0,141,3,24,0,26,0,9,18,9,8,0,0,0,0,5,16,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,161,12,24,3
1.0.0,,,,,false,7,1,1,1,0x22f0cef9a7,21147763,273545,0x310120805722,19042558,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155813.819,20170913155813.909,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1484.375,32,25,65,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155820.386,-2147483648,-2147483648,-2147483648,-2147483648,1875.0,-2147483648,-2147483648,9,7,2,0,0,26,0,,-2147483648,,-2147483648,252,264,288,379,18,486,1087,8991,8184,0,0,9,25,0,0,288,0,0,0,25,0,9,17,9,8,0,0,0,0,4,9,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,159,13,14,3
1.0.0,,,,,false,7,1,1,1,0x21e016c558,367048313,273548,0x310120805721,19042561,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155815.544,20170913155815.637,2,0x310120340cf02,-2147483648,-2147483648,0,,9,781.25,37,24,69,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155822.151,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,8,2,0,0,8,15,,-2147483648,,-2147483648,173,185,121,211,20,315,891,6708,7584,0,0,10,23,0,0,121,0,0,0,23,0,10,17,10,6,0,0,0,0,4,14,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,162,10,25,2
1.0.0,,,,,false,8,1,1,1,0x17e086a9e9,473891465,273853,0x310120805717,19042712,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160055.152,20170913160055.253,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1328.125,35,39,62,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160105.089,-2147483648,-2147483648,-2147483648,-2147483648,1718.75,-2147483648,-2147483648,9,20,52,0,0,150,0,,-2147483648,,-2147483648,16821,16874,12039,12263,220,13038,22416,131488,90808,13789,986,72,148,0,3,6868,76,9368,2,148,5,95,43,57,105,23,15,0,0,56,112,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,152,11,15,2
1.0.0,,,,,false,7,1,1,1,0x21e0316c51,355266614,273952,0x310120805721,19042759,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160146.196,20170913160146.286,2,0x310120340cf02,-2147483648,-2147483648,0,,9,546.875,29,24,66,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160153.303,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,8,25,0,0,8,51,,-2147483648,,-2147483648,7278,7289,12252,12342,92,12858,10361,29556,64736,22340,0,33,59,0,2,6667,3,24,0,59,0,46,17,31,42,8,7,0,0,35,39,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,157,12,26,3
1.0.0,,,,,false,7,1,1,1,0x17e045ae85,485232407,273942,0x310120805717,19042755,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160140.177,20170913160140.277,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1562.5,40,38,62,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160147.214,-2147483648,-2147483648,-2147483648,-2147483648,1875.0,-2147483648,-2147483648,9,31,43,0,0,53,57,,-2147483648,,-2147483648,13610,13622,32766,32856,244,34077,18054,75631,164480,18827,0,74,113,0,9,11586,8,2214,1,108,6,104,21,62,87,12,30,0,0,86,88,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,153,13,22,2
1.0.0,,,,,false,7,1,1,1,0x17c0afaa2f,472190074,273430,0x310120805717,10277236,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155707.206,20170913155707.316,1,0x310120340cf01,-2147483648,-2147483648,0,,9,156.25,33,39,71,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155714.113,-2147483648,-2147483648,-2147483648,-2147483648,625.0,-2147483648,-2147483648,9,12,17,0,0,73,0,,-2147483648,,-2147483648,4087,4099,3305,3398,72,3714,5858,55756,34632,8044,853,29,85,0,2,1294,14,1492,1,71,0,36,46,31,25,2,3,0,0,23,53,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,144,12,20,2
1.0.0,,,,,false,5,1,1,0,0x1c85d238af,361359445,273757,0x310120805721,19042672,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160009.732,,2,0x310120340cf02,-2147483648,-2147483648,0,,-2147483648,4.9E-324,45,89,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,1,1,2000,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160010.132,-2147483648,-2147483648,-2147483648,-2147483648,1718.75,-2147483648,-2147483648,-2147483648,8,0,0,0,9,7,,-2147483648,,-2147483648,-9223372036854775808,152,-9223372036854775808,89,16,174,936,4528,3488,0,0,8,16,0,0,0,0,0,0,16,0,8,9,8,7,0,0,0,0,4,13,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,0,14,31,2
1.0.0,,,,,false,8,1,1,1,0x21e0b7a542,356185356,273620,0x310120805721,10277340,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155854.083,20170913155854.173,1,0x310120340cf01,-2147483648,-2147483648,0,,9,859.375,30,24,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155900.477,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,12,0,0,0,11,14,,-2147483648,,-2147483648,270,287,171,354,24,471,1273,7390,9592,0,0,12,30,0,0,171,0,0,1,24,0,12,13,12,11,0,0,0,0,5,14,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,143,12,22,2
1.0.0,,,,,false,7,1,1,1,0x17d0d72eea,481170875,273704,0x310120805717,10277380,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155939.323,20170913155939.443,1,0x310120340cf01,-2147483648,-2147483648,0,,9,703.125,40,40,81,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155946.037,-2147483648,-2147483648,-2147483648,-2147483648,1171.875,-2147483648,-2147483648,9,9,7,0,0,9,17,,-2147483648,,-2147483648,656,667,567,660,56,791,1543,8246,6180,848,0,16,44,0,1,461,0,0,2,25,0,12,15,9,10,1,2,0,0,6,14,0,0,1,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,124,12,31,3
1.0.0,,,,,false,7,1,1,1,0x17d014b8e3,479796637,273770,0x310120805717,19042679,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160020.210,20170913160020.314,2,0x310120340cf02,-2147483648,-2147483648,0,,9,625.0,33,39,65,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160027.068,-2147483648,-2147483648,-2147483648,-2147483648,937.5,-2147483648,-2147483648,9,7,2,0,0,8,15,,-2147483648,,-2147483648,52,63,53,142,18,220,941,9035,7568,0,0,9,23,0,0,53,0,0,0,23,0,9,17,9,6,0,0,0,0,4,7,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,0,13,34,3
1.0.0,,,,,false,7,1,1,1,0x21e03c6be9,357422513,273922,0x310120805721,10273406,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913160132.544,20170913160132.635,1,0x310120340cf01,-2147483648,-2147483648,0,,9,703.125,41,26,65,-9223372036854775808,-9223372036854775808,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160145.502,-2147483648,-2147483648,-2147483648,-2147483648,1093.75,-2147483648,-2147483648,9,6,5,0,0,24,4,,-2147483648,,-2147483648,0,12,200,292,26,409,1205,8222,13104,0,0,11,31,0,0,200,0,0,1,26,0,13,16,13,10,0,0,0,0,8,6,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,149,12,22,2
1.0.0,,,,,false,7,1,1,1,0x17c01c4610,479235408,273737,0x310120805717,19042660,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155956.579,20170913155956.680,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1015.625,32,38,63,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160005.607,-2147483648,-2147483648,-2147483648,-2147483648,1406.25,-2147483648,-2147483648,9,1,2,0,0,5,0,,-2147483648,,-2147483648,65,65,0,2,6,26,295,1360,816,0,0,3,15,0,0,0,0,0,1,4,0,3,0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,129,12,20,3
1.0.0,,,,,false,8,1,1,1,0x21d0a66660,352477861,273679,0x310120805721,19042636,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155928.023,20170913155928.113,2,0x310120340cf02,-2147483648,-2147483648,0,,9,1015.625,35,24,67,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,10,20,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,false,-2147483648,10,-2147483648,-2147483648,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913155934.380,-2147483648,-2147483648,-2147483648,-2147483648,1406.25,-2147483648,-2147483648,9,11,0,0,0,33,0,,-2147483648,,-2147483648,52,69,0,121,22,220,805,13792,3104,0,0,11,32,0,1,0,3,24,0,32,0,11,29,9,3,1,1,0,0,4,16,0,0,2,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,150,13,0,8
1.0.0,,,,,false,6,1,1,0,0x17c0d44d30,473620207,273741,0x310120805717,19042662,213199,-9223372036854775808,-9223372036854775808,-9223372036854775808,20170913155958.794,20170913155958.895,2,0x310120340cf02,-2147483648,-2147483648,0,,9,468.75,37,39,62,-9223372036854775808,-9223372036854775808,4,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,8,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,true,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,20170913160006.701,-2147483648,-2147483648,-2147483648,-2147483648,859.375,-2147483648,-2147483648,9,0,1,0,0,1,11,,-2147483648,,-2147483648,-9223372036854775808,0,-9223372036854775808,0,2,4,125,274,272,0,0,1,70,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9223372036854775808,0,-2147483648,-2147483648,-2147483648,-2147483648,118,11,0,0
